aliases,cardinality
"('lt', 'ml')",2315
"('lt', 'mi', 'ml')",2226
"('cc', 'lt', 'mi', 'ml')",270
"('cc', 'lt', 'mi', 'mk', 'ml')",2366
"('cc', 'mi')",17295
"('cc', 'mk')",2171367
"('cc', 'ml')",4849
"('mi', 'mk')",523310
"('mi', 'ml')",3315
"('mk', 'ml')",288192
"('cc', 'lt', 'ml')",257
"('cc', 'mi', 'mk')",339990
"('cc', 'mi', 'ml')",350
"('cc', 'mk', 'ml')",101816
"('lt', 'mk', 'ml')",17543
"('mi', 'mk', 'ml')",42835
"('cc', 'lt', 'mk', 'ml')",3532
"('cc', 'mi', 'mk', 'ml')",3134
"('lt', 'mi', 'mk', 'ml')",11346
