aliases,cardinality
"('it', 'mi')",301243
"('ci', 'it', 'mi')",133783
"('ci', 'it', 'mc', 'mi')",486818
"('ci', 'it', 'mc', 'mi', 'mk')",24560169
"('ci', 'mc')",1548085
"('ci', 'mi')",133783
"('ci', 'mk')",4575483
"('mc', 'mi')",463263
"('mc', 'mk')",34863638
"('mi', 'mk')",954852
"('ci', 'mc', 'mi')",486818
"('ci', 'mc', 'mk')",41655338
"('ci', 'mi', 'mk')",1778365
"('it', 'mc', 'mi')",463258
"('it', 'mi', 'mk')",954835
"('mc', 'mi', 'mk')",16076286
"('ci', 'it', 'mi', 'mk')",1778365
"('ci', 'mc', 'mi', 'mk')",24560169
"('it', 'mc', 'mi', 'mk')",16076253
