aliases,cardinality
"('lt', 'ml')",2315
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'mi', 'ml')",11901
"('lt', 'mc', 'mi', 'mk', 'ml')",112346
"('mc', 'ml')",43026
"('mc', 'mi')",844453
"('mc', 'mk')",6719220
"('mi', 'mk')",4394080
"('mi', 'ml')",22843
"('mk', 'ml')",288192
"('lt', 'mi', 'ml')",3865
"('lt', 'mk', 'ml')",17543
"('mc', 'mi', 'mk')",7074469
"('mc', 'mi', 'ml')",48778
"('mc', 'mk', 'ml')",732182
"('mi', 'mk', 'ml')",337428
"('lt', 'mc', 'mk', 'ml')",54010
"('lt', 'mi', 'mk', 'ml')",29846
"('mc', 'mi', 'mk', 'ml')",914469
