aliases,cardinality
"('k', 'mk')",37091
"('k', 'mk', 't')",9739
"('k', 'mi_idx', 'mk', 't')",21914
"('k', 'mi', 'mi_idx', 'mk', 't')",17606
"('mi', 'mi_idx')",760767
"('mi', 'mk')",4094443
"('mi', 't')",266130
"('mi_idx', 'mk')",10130503
"('mi_idx', 't')",417391
"('mk', 't')",1253091
"('k', 'mi', 'mk')",34571
"('k', 'mi_idx', 'mk')",94604
"('mi', 'mi_idx', 'mk')",10249732
"('mi', 'mi_idx', 't')",220783
"('mi', 'mk', 't')",891611
"('mi_idx', 'mk', 't')",2472463
"('k', 'mi', 'mi_idx', 'mk')",93577
"('k', 'mi', 'mk', 't')",7395
"('mi', 'mi_idx', 'mk', 't')",1908608
