aliases,cardinality
"('it2', 'mi_idx')",459925
"('it2', 'mi', 'mi_idx')",16867
"('it2', 'mi', 'mi_idx')",16867
"('ci', 'it2', 'mi', 'mi_idx')",8925
"('ci', 'it2', 'mi', 'mi_idx')",8925
"('ci', 'it2', 'mi', 'mi_idx', 'n')",5056
"('ci', 'it2', 'mi', 'mi_idx', 'n')",5056
"('ci', 'mi')",16172
"('ci', 'mi')",16172
"('ci', 'mi_idx')",1000868
"('ci', 'mi_idx')",1000868
"('ci', 'n')",558518
"('ci', 'n')",558518
"('mi', 'mi_idx')",50629
"('mi', 'mi_idx')",50629
"('ci', 'it2', 'mi_idx')",333558
"('ci', 'mi', 'mi_idx')",26785
"('ci', 'mi', 'n')",8471
"('ci', 'mi_idx', 'n')",501122
"('ci', 'it2', 'mi_idx', 'n')",166987
"('ci', 'mi', 'mi_idx', 'n')",15178
"('ci', 'it2', 'mi_idx')",333558
"('ci', 'mi', 'mi_idx')",26785
"('ci', 'mi', 'n')",8471
"('ci', 'mi_idx', 'n')",501122
"('ci', 'it2', 'mi_idx', 'n')",166987
"('ci', 'mi', 'mi_idx', 'n')",15178
