aliases,cardinality
"('cc', 't')",38722
"('cc', 'mi', 't')",37
"('cc', 'mc', 'mi', 't')",54
"('cc', 'mc', 'mi', 'mk', 't')",919
"('cc', 'mi', 'mk', 't')",731
"('cc', 'mc')",612638
"('cc', 'mi')",40
"('cc', 'mk')",2171367
"('mc', 'mi')",2884
"('mc', 'mk')",34863638
"('mc', 't')",1170186
"('mi', 'mk')",4463
"('mi', 't')",1749
"('mk', 't')",1970380
"('cc', 'mc', 'mi')",57
"('cc', 'mc', 'mk')",29258051
"('cc', 'mc', 't')",148643
"('cc', 'mi', 'mk')",741
"('cc', 'mk', 't')",468474
"('mc', 'mi', 'mk')",9187
"('mc', 'mi', 't')",2820
"('mc', 'mk', 't')",16657594
"('mi', 'mk', 't')",4309
"('cc', 'mc', 'mi', 'mk')",929
"('cc', 'mc', 'mk', 't')",9161531
"('mc', 'mi', 'mk', 't')",8703
