aliases,cardinality
"('at', 'mc')",20965
"('at', 'mc', 't')",10386
"('at', 'mc', 'mi', 't')",59
"('at', 'it1', 'mc', 'mi', 't')",59
"('at', 'mi')",116
"('at', 't')",85960
"('it1', 'mi')",1771
"('mc', 'mi')",699
"('mc', 't')",52276
"('mi', 't')",1749
"('at', 'it1', 'mi')",116
"('at', 'mc', 'mi')",76
"('at', 'mi', 't')",111
"('it1', 'mc', 'mi')",699
"('it1', 'mi', 't')",1749
"('mc', 'mi', 't')",688
"('at', 'it1', 'mc', 'mi')",76
"('at', 'it1', 'mi', 't')",111
"('it1', 'mc', 'mi', 't')",688
