aliases,cardinality
"('kt', 't')",519602
"('cc', 'kt', 't')",22214
"('cc', 'kt', 'mi', 't')",38
"('cc', 'kt', 'mi', 'mk', 't')",741
"('cc', 'mi')",40
"('cc', 'mk')",2171367
"('cc', 't')",61320
"('mi', 'mk')",4463
"('mi', 't')",1782
"('mk', 't')",2742670
"('cc', 'mi', 'mk')",741
"('cc', 'mi', 't')",40
"('cc', 'mk', 't')",866450
"('kt', 'mi', 't')",1258
"('kt', 'mk', 't')",2133911
"('mi', 'mk', 't')",4453
"('cc', 'kt', 'mk', 't')",753890
"('cc', 'mi', 'mk', 't')",741
"('kt', 'mi', 'mk', 't')",3632
