aliases,cardinality
"('ci', 'n')",3118033
"('mc', 't')",2609129
"('mc', 'mk', 't')",34863638
"('ci', 'mc', 'mk', 'n', 't')",274808964
"('ci', 'mc', 't')",80274241
"('ci', 'mc', 'n', 't')",7029481
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('ci', 't')",36244344
"('mc', 'mk')",34863638
"('mk', 't')",4523930
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'n')",7029481
"('ci', 'mk', 'n')",18870771
"('ci', 'mk', 't')",215765477
"('ci', 'n', 't')",3118033
"('ci', 'mc', 'mk', 'n')",274808964
"('ci', 'mc', 'mk', 't')",3101350543
"('ci', 'mk', 'n', 't')",18870771
