aliases,cardinality
"('ci', 'n')",6554
"('chn', 'ci', 'n')",5686
"('ci', 'n')",6554
"('chn', 'ci', 'n', 't')",3349
"('chn', 'ci', 'mi', 'n', 't')",2129
"('chn', 'ci', 'n')",5686
"('ci', 'n', 't')",3686
"('chn', 'ci', 'n', 't')",3349
"('ci', 'mi', 'n', 't')",2265
"('chn', 'ci', 'mi', 'n', 't')",2129
"('chn', 'ci')",801259
"('chn', 'ci')",801259
"('ci', 'mi')",409523
"('ci', 'mi')",409523
"('ci', 't')",500511
"('mi', 't')",424602
"('ci', 't')",500511
"('chn', 'ci', 'mi')",389514
"('mi', 't')",424602
"('chn', 'ci', 't')",469676
"('ci', 'mi', 'n')",2521
"('chn', 'ci', 'mi')",389514
"('chn', 'ci', 't')",469676
"('ci', 'mi', 'n')",2521
"('ci', 'mi', 't')",374134
"('ci', 'n', 't')",3686
"('chn', 'ci', 'mi', 'n')",2366
"('ci', 'mi', 't')",374134
"('chn', 'ci', 'mi', 'n')",2366
"('chn', 'ci', 'mi', 't')",356113
"('chn', 'ci', 'mi', 't')",356113
"('ci', 'mi', 'n', 't')",2265
