aliases,cardinality
"('k', 'mk')",37091
"('k', 'mk', 't')",9739
"('cc', 'k', 'mk', 't')",1723
"('cc', 'k', 'mc', 'mk', 't')",16952
"('cc', 'mc')",103121
"('cc', 'mk')",2171367
"('cc', 't')",26778
"('mc', 'mk')",9292367
"('mc', 't')",135193
"('mk', 't')",1253091
"('cc', 'k', 'mk')",20024
"('cc', 'mc', 'mk')",8355968
"('cc', 'mc', 't')",27191
"('cc', 'mk', 't')",235896
"('k', 'mc', 'mk')",86022
"('mc', 'mk', 't')",3331107
"('cc', 'k', 'mc', 'mk')",73412
"('cc', 'mc', 'mk', 't')",2221172
"('k', 'mc', 'mk', 't')",28679
