aliases,cardinality
"('k', 'mk')",76714
"('k', 'mk', 't')",76714
"('k', 'mc', 'mk', 't')",619597
"('ci', 'k', 'mc', 'mk', 't')",435137
"('ci', 'k', 'mk')",43178
"('ci', 'k', 'mk', 't')",43178
"('ci', 'mc')",1557234
"('ci', 'mk')",2619220
"('ci', 't')",1244716
"('mc', 'mk')",34863638
"('mc', 't')",2609129
"('mk', 't')",4523930
"('ci', 'mc', 'mk')",24878483
"('ci', 'mc', 't')",1557234
"('ci', 'mk', 't')",2619220
"('k', 'mc', 'mk')",619597
"('mc', 'mk', 't')",34863638
"('ci', 'k', 'mc', 'mk')",435137
"('ci', 'mc', 'mk', 't')",24878483
