aliases,cardinality
"('k', 'mk')",41840
"('k', 'mk', 't')",41840
"('k', 'mc', 'mk', 't')",148552
"('ci', 'k', 'mc', 'mk', 't')",7796926
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('ci', 't')",36244344
"('mc', 'mk')",34863638
"('mc', 't')",2609129
"('mk', 't')",4523930
"('ci', 'k', 'mk')",1038393
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 't')",80274241
"('ci', 'mk', 't')",215765477
"('k', 'mc', 'mk')",148552
"('mc', 'mk', 't')",34863638
"('ci', 'k', 'mc', 'mk')",7796926
"('ci', 'k', 'mk', 't')",1038393
"('ci', 'mc', 'mk', 't')",3101350543
