aliases,cardinality
"('kt', 't')",274015
"('cc', 'kt', 't')",6234
"('cc', 'kt', 'mi', 't')",32
"('cc', 'kt', 'mc', 'mi', 't')",37
"('cc', 'mc')",612638
"('cc', 'mi')",39
"('cc', 't')",38722
"('mc', 'mi')",2867
"('mc', 't')",1170186
"('mi', 't')",1749
"('cc', 'mc', 'mi')",56
"('cc', 'mc', 't')",148643
"('cc', 'mi', 't')",37
"('kt', 'mc', 't')",485778
"('kt', 'mi', 't')",818
"('mc', 'mi', 't')",2820
"('cc', 'kt', 'mc', 't')",74439
"('cc', 'mc', 'mi', 't')",54
"('kt', 'mc', 'mi', 't')",1166
