aliases,cardinality
"('cc', 'cct2')",24592
"('cc', 'cct1', 'cct2')",17879
"('cc', 'cct1', 'cct2', 'ci')",7127
"('cc', 'cct1', 'cct2', 'ci', 'mi')",4304
"('cc', 'cct1')",85941
"('cc', 'ci')",67324
"('cc', 'mi')",21044
"('ci', 'mi')",231042
"('cc', 'cct1', 'ci')",41341
"('cc', 'cct1', 'mi')",14116
"('cc', 'cct2', 'ci')",10327
"('cc', 'cct2', 'mi')",3782
"('cc', 'ci', 'mi')",29432
"('cc', 'cct1', 'cct2', 'mi')",3245
"('cc', 'cct1', 'ci', 'mi')",21138
"('cc', 'cct2', 'ci', 'mi')",4828
