aliases,cardinality
"('k', 'mk')",37091
"('k', 'mi', 'mk')",34571
"('k', 'mi', 'mi_idx', 'mk')",93577
"('k', 'mc', 'mi', 'mi_idx', 'mk')",1434722
"('mc', 'mi')",1697118
"('mc', 'mi_idx')",3956983
"('mc', 'mk')",34863638
"('mi', 'mi_idx')",760767
"('mi', 'mk')",4094443
"('mi_idx', 'mk')",10130503
"('k', 'mc', 'mk')",331213
"('k', 'mi_idx', 'mk')",94604
"('mc', 'mi', 'mi_idx')",3311013
"('mc', 'mi', 'mk')",51969023
"('mc', 'mi_idx', 'mk')",97832786
"('mi', 'mi_idx', 'mk')",10249732
"('k', 'mc', 'mi', 'mk')",487359
"('k', 'mc', 'mi_idx', 'mk')",947924
"('mc', 'mi', 'mi_idx', 'mk')",151250471
