aliases,cardinality
"('mi', 't')",1782
"('mc', 'mi', 't')",2884
"('cn', 'mc', 'mi', 't')",2647
"('at', 'cn', 'mc', 'mi', 't')",284
"('at', 'mi', 't')",120
"('at', 'mc', 'mi', 't')",400
"('at', 'mc')",1946320
"('at', 'mi')",120
"('at', 't')",140974
"('cn', 'mc')",1153798
"('mc', 'mi')",2884
"('mc', 't')",1508127
"('at', 'cn', 'mc')",627946
"('at', 'mc', 'mi')",400
"('at', 'mc', 't')",925520
"('cn', 'mc', 'mi')",2647
"('cn', 'mc', 't')",596250
"('at', 'cn', 'mc', 'mi')",284
"('at', 'cn', 'mc', 't')",218489
