aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'mc', 'mk')",12177631
"('an', 'ci')",36417493
"('an', 'ci')",36417493
"('an', 'ci', 'cn', 'mc', 'mk')",1074293838
"('an', 'ci', 'cn', 'mc', 'mk')",1074293838
"('ci', 'cn', 'mc')",32289229
"('an', 'ci', 'cn', 'mc', 'mk')",1074293838
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('an', 'ci', 'cn', 'mc', 'mk')",1074293838
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc')",41307596
"('ci', 'cn', 'mc')",32289229
"('an', 'ci', 'cn', 'mc')",41307596
"('ci', 'mc')",80274241
"('an', 'ci', 'cn', 'mc')",41307596
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('an', 'ci', 'cn', 'mc')",41307596
"('ci', 'mk')",215765477
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('mc', 'mk')",34863638
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('mc', 'mk')",34863638
"('mc', 'mk')",34863638
"('ci', 'mk')",215765477
"('mc', 'mk')",34863638
"('ci', 'mk')",215765477
"('mc', 'mk')",34863638
"('mc', 'mk')",34863638
"('ci', 'mk')",215765477
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('mc', 'mk')",34863638
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('ci', 'mc', 'mk')",3101350543
"('an', 'ci', 'mc', 'mk')",3185061897
