aliases,cardinality
"('ci', 'mi')",95066
"('ci', 'mi', 'n')",95066
"('ci', 'mi', 'mi_idx', 'n')",168225
"('ci', 'mc', 'mi', 'mi_idx', 'n')",1258977
"('ci', 'mc')",1557234
"('ci', 'mi_idx')",1000868
"('ci', 'n')",1244716
"('mc', 'mi')",730070
"('mc', 'mi_idx')",4073078
"('mi', 'mi_idx')",315079
"('ci', 'mc', 'mi')",451337
"('ci', 'mc', 'mi_idx')",3043788
"('ci', 'mc', 'n')",1557234
"('ci', 'mi', 'mi_idx')",168225
"('ci', 'mi_idx', 'n')",1000868
"('mc', 'mi', 'mi_idx')",1902605
"('ci', 'mc', 'mi', 'mi_idx')",1258977
"('ci', 'mc', 'mi', 'n')",451337
"('ci', 'mc', 'mi_idx', 'n')",3043788
