aliases,cardinality
"('k', 'mk')",76714
"('k', 'mk', 't')",76714
"('cc', 'k', 'mk', 't')",36010
"('cc', 'k', 'mi_idx', 'mk', 't')",107001
"('cc', 'mi_idx')",286599
"('cc', 'mk')",2171367
"('cc', 't')",135086
"('mi_idx', 'mk')",10424626
"('mi_idx', 't')",1380035
"('mk', 't')",4523930
"('cc', 'k', 'mk')",36010
"('cc', 'mi_idx', 'mk')",6413155
"('cc', 'mi_idx', 't')",286599
"('cc', 'mk', 't')",2171367
"('k', 'mi_idx', 'mk')",191689
"('mi_idx', 'mk', 't')",10424626
"('cc', 'k', 'mi_idx', 'mk')",107001
"('cc', 'mi_idx', 'mk', 't')",6413155
"('k', 'mi_idx', 'mk', 't')",191689
