aliases,cardinality
"('cn', 'mc')",1814
"('ci', 'cn', 'mc')",1454
"('ci', 'cn', 'mc', 'mi_idx')",4179
"('ci', 'cn', 'mc', 'mi_idx', 'mk')",207792
"('ci', 'mc')",1557234
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('mc', 'mi_idx')",4073078
"('mc', 'mk')",34863638
"('mi_idx', 'mk')",10424626
"('ci', 'mc', 'mi_idx')",3043788
"('ci', 'mc', 'mk')",24878483
"('ci', 'mi_idx', 'mk')",6806711
"('cn', 'mc', 'mi_idx')",4370
"('cn', 'mc', 'mk')",72721
"('mc', 'mi_idx', 'mk')",101051093
"('ci', 'cn', 'mc', 'mk')",67213
"('ci', 'mc', 'mi_idx', 'mk')",74202199
"('cn', 'mc', 'mi_idx', 'mk')",220641
