aliases,cardinality
"('ci', 'n')",268710
"('ci', 'n', 't')",268710
"('ci', 'n')",268710
"('ci', 'n', 't')",268710
"('ci', 'mk', 'n', 't')",1553603
"('ci', 'mk', 'n', 't')",1553603
"('ci', 'mc', 'mk', 'n', 't')",23379521
"('ci', 'mc', 'mk', 'n', 't')",23379521
"('ci', 'mc', 'mk', 'n', 't')",23379521
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('ci', 't')",36244344
"('ci', 't')",36244344
"('mc', 'mk')",34863638
"('ci', 't')",36244344
"('mc', 't')",2609129
"('mc', 'mk')",34863638
"('mk', 't')",4523930
"('mc', 't')",2609129
"('mk', 't')",4523930
"('mc', 'mk')",34863638
"('mc', 't')",2609129
"('mk', 't')",4523930
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'n')",602897
"('ci', 'mc', 't')",80274241
"('ci', 'mk', 'n')",1553603
"('ci', 'mk', 't')",215765477
"('mc', 'mk', 't')",34863638
"('ci', 'mc', 'mk', 'n')",23379521
"('ci', 'mc', 'mk', 't')",3101350543
"('ci', 'mc', 'n', 't')",602897
