aliases,cardinality
"('cn', 'mc')",248388
"('cn', 'mc', 't')",22677
"('cn', 'mc', 'mi_idx', 't')",34217
"('cn', 'ct', 'mc', 'mi_idx', 't')",34217
"('ct', 'mc')",303271
"('mc', 'mi_idx')",525073
"('mc', 't')",29178
"('mi_idx', 't')",209698
"('cn', 'ct', 'mc')",248388
"('cn', 'mc', 'mi_idx')",457523
"('ct', 'mc', 'mi_idx')",525073
"('ct', 'mc', 't')",29178
"('mc', 'mi_idx', 't')",40101
"('cn', 'ct', 'mc', 'mi_idx')",457523
"('cn', 'ct', 'mc', 't')",22677
"('ct', 'mc', 'mi_idx', 't')",40101
