aliases,cardinality
"('it1', 'mi')",30413
"('it1', 'mi', 't')",30413
"('ci', 'it1', 'mi', 't')",15897
"('ci', 'it1', 'mi', 'mk', 't')",215873
"('ci', 'mi')",16172
"('ci', 'mk')",2619220
"('ci', 't')",1244716
"('mi', 'mk')",378072
"('mi', 't')",30801
"('mk', 't')",4523930
"('ci', 'it1', 'mi')",15897
"('ci', 'mi', 'mk')",243528
"('ci', 'mi', 't')",16172
"('ci', 'mk', 't')",2619220
"('it1', 'mi', 'mk')",338846
"('mi', 'mk', 't')",378072
"('ci', 'it1', 'mi', 'mk')",215873
"('ci', 'mi', 'mk', 't')",243528
"('it1', 'mi', 'mk', 't')",338846
