aliases,cardinality
"('ci', 'n')",558518
"('ci', 'n', 't')",558518
"('ci', 'mi_idx', 'n', 't')",501122
"('ci', 'mi_idx', 'mk', 'n', 't')",3884477
"('ci', 't')",1244716
"('ci', 'mi_idx', 't')",1000868
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('mi_idx', 'mk')",10424626
"('mi_idx', 't')",1380035
"('mk', 't')",4523930
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mi_idx', 'n')",501122
"('ci', 'mk', 'n')",1436455
"('ci', 'mk', 't')",2619220
"('mi_idx', 'mk', 't')",10424626
"('ci', 'mi_idx', 'mk', 'n')",3884477
"('ci', 'mi_idx', 'mk', 't')",6806711
"('ci', 'mk', 'n', 't')",1436455
