aliases,cardinality
"('cc', 'cct1')",24592
"('cc', 'cct1', 't')",6424
"('cc', 'cct1', 'mi', 't')",6
"('cc', 'cct1', 'mc', 'mi', 't')",7
"('cc', 'mc')",612638
"('cc', 'mi')",40
"('cc', 't')",61320
"('mc', 'mi')",2884
"('mc', 't')",1508127
"('mi', 't')",1782
"('cc', 'cct1', 'mc')",227682
"('cc', 'cct1', 'mi')",6
"('cc', 'mc', 'mi')",57
"('cc', 'mc', 't')",266426
"('cc', 'mi', 't')",40
"('mc', 'mi', 't')",2884
"('cc', 'cct1', 'mc', 'mi')",7
"('cc', 'cct1', 'mc', 't')",77867
"('cc', 'mc', 'mi', 't')",57
