aliases,cardinality
"('it2', 'mi')",3036719
"('it2', 'mc', 'mi')",10905021
"('cn', 'it2', 'mc', 'mi')",3437396
"('cn', 'ct', 'it2', 'mc', 'mi')",1355560
"('ct', 'it2', 'mc', 'mi')",3243070
"('cn', 'mc')",1153798
"('ct', 'mc')",1334883
"('ct', 'it2', 'mc', 'mi')",3243070
"('cn', 'mc')",1153798
"('ct', 'mc')",1334883
"('mc', 'mi')",67371414
"('cn', 'ct', 'mc')",552328
"('mc', 'mi')",67371414
"('cn', 'ct', 'mc')",552328
"('cn', 'mc', 'mi')",24420867
"('cn', 'mc', 'mi')",24420867
"('ct', 'mc', 'mi')",19468013
"('ct', 'mc', 'mi')",19468013
"('cn', 'ct', 'mc', 'mi')",9128700
"('cn', 'ct', 'mc', 'mi')",9128700
