aliases,cardinality
"('mi', 't')",1749
"('kt', 'mi', 't')",818
"('kt', 'mc', 'mi', 't')",1166
"('kt', 'mc', 'mi', 'mk', 't')",4449
"('kt', 'mi', 'mk', 't')",2508
"('kt', 't')",274015
"('mc', 'mi')",2884
"('mc', 'mk')",34863638
"('mc', 't')",1170186
"('mi', 'mk')",4463
"('mk', 't')",1970380
"('kt', 'mc', 't')",485778
"('kt', 'mk', 't')",1053171
"('mc', 'mi', 'mk')",9187
"('mc', 'mi', 't')",2820
"('mc', 'mk', 't')",16657594
"('mi', 'mk', 't')",4309
"('kt', 'mc', 'mk', 't')",13832966
"('mc', 'mi', 'mk', 't')",8703
