aliases,cardinality
"('kt', 't')",274015
"('cc', 'kt', 't')",6234
"('cc', 'kt', 'mc', 't')",74439
"('cc', 'kt', 'mc', 'mk', 't')",8508369
"('cc', 'kt', 'mk', 't')",355758
"('cc', 'mc')",612638
"('cc', 'mk')",2171367
"('cc', 't')",38722
"('mc', 'mk')",34863638
"('mc', 't')",1170186
"('mk', 't')",1970380
"('cc', 'mc', 'mk')",29258051
"('cc', 'mc', 't')",148643
"('cc', 'mk', 't')",468474
"('kt', 'mc', 't')",485778
"('kt', 'mk', 't')",1053171
"('mc', 'mk', 't')",16657594
"('cc', 'mc', 'mk', 't')",9161531
"('kt', 'mc', 'mk', 't')",13832966
