aliases,cardinality
"('cn', 'mc')",1814
"('cn', 'mc', 'mi')",746
"('cn', 'mc', 'mi', 't')",746
"('cn', 'mc', 'mi', 'mk', 't')",57895
"('mc', 'mi')",279951
"('mc', 'mk')",34863638
"('mc', 't')",2609129
"('mi', 'mk')",1017014
"('mi', 't')",73047
"('mk', 't')",4523930
"('cn', 'mc', 'mk')",72721
"('cn', 'mc', 't')",1814
"('mc', 'mi', 'mk')",14834277
"('mc', 'mi', 't')",279951
"('mc', 'mk', 't')",34863638
"('mi', 'mk', 't')",1017014
"('cn', 'mc', 'mi', 'mk')",57895
"('cn', 'mc', 'mk', 't')",72721
"('mc', 'mi', 'mk', 't')",14834277
