aliases,cardinality
"('cc', 'cct2')",24592
"('cc', 'cct2', 'mi')",15868
"('cc', 'cct2', 'ci', 'mi')",10895
"('cc', 'cct2', 'ci', 'mi', 'mk')",826996
"('cc', 'ci')",116781
"('cc', 'mi')",37151
"('cc', 'mk')",2171367
"('ci', 'mi')",95066
"('ci', 'mk')",2619220
"('mi', 'mk')",2615151
"('cc', 'cct2', 'ci')",15537
"('cc', 'cct2', 'mk')",1023805
"('cc', 'ci', 'mi')",24884
"('cc', 'ci', 'mk')",1516871
"('cc', 'mi', 'mk')",1936569
"('ci', 'mi', 'mk')",1754421
"('cc', 'cct2', 'ci', 'mk')",666710
"('cc', 'cct2', 'mi', 'mk')",1128600
"('cc', 'ci', 'mi', 'mk')",1431486
