aliases,cardinality
"('it2', 'mi_idx')",459925
"('it2', 'mi', 'mi_idx')",16867
"('it2', 'mi', 'mi_idx', 't')",16867
"('it2', 'mi', 'mi_idx', 'mk', 't')",358706
"('mi', 'mi_idx')",50629
"('mi', 'mk')",378072
"('mi', 't')",30801
"('mi_idx', 'mk')",10424626
"('mi_idx', 't')",1380035
"('mk', 't')",4523930
"('it2', 'mi_idx', 'mk')",3461792
"('it2', 'mi_idx', 't')",459925
"('mi', 'mi_idx', 'mk')",1080149
"('mi', 'mi_idx', 't')",50629
"('mi', 'mk', 't')",378072
"('mi_idx', 'mk', 't')",10424626
"('it2', 'mi', 'mi_idx', 'mk')",358706
"('it2', 'mi_idx', 'mk', 't')",3461792
"('mi', 'mi_idx', 'mk', 't')",1080149
