aliases,cardinality
"('cc', 'cct1')",24592
"('cc', 'cct1', 't')",6424
"('cc', 'cct1', 'mi', 't')",6
"('cc', 'cct1', 'mi', 'mk', 't')",625
"('cc', 'mi')",40
"('cc', 'mk')",2171367
"('cc', 't')",61320
"('mi', 'mk')",4463
"('mi', 't')",1782
"('mk', 't')",2742670
"('cc', 'cct1', 'mi')",6
"('cc', 'cct1', 'mk')",1023805
"('cc', 'mi', 'mk')",741
"('cc', 'mi', 't')",40
"('cc', 'mk', 't')",866450
"('mi', 'mk', 't')",4453
"('cc', 'cct1', 'mi', 'mk')",625
"('cc', 'cct1', 'mk', 't')",339093
"('cc', 'mi', 'mk', 't')",741
