aliases,cardinality
"('ci', 't')",11826137
"('ci', 'n', 't')",11826137
"('an', 'ci', 'n', 't')",11756903
"('an', 'ci', 'n', 't')",11756903
"('an', 'ci', 'mk', 'n', 't')",15889184
"('an', 'ci', 'mk', 'n', 't')",15889184
"('an', 'ci')",36417493
"('an', 'n')",901343
"('an', 'ci')",36417493
"('an', 'n')",901343
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('ci', 'n')",36244344
"('mk', 't')",376293
"('ci', 'n')",36244344
"('mk', 't')",376293
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'n')",36417493
"('an', 'ci', 't')",11756903
"('an', 'ci', 'n')",36417493
"('an', 'ci', 't')",11756903
"('ci', 'mk', 'n')",215765477
"('ci', 'mk', 't')",13104838
"('ci', 'mk', 'n')",215765477
"('ci', 'mk', 't')",13104838
"('an', 'ci', 'mk', 'n')",253950969
"('an', 'ci', 'mk', 't')",15889184
"('an', 'ci', 'mk', 'n')",253950969
"('ci', 'mk', 'n', 't')",13104838
"('an', 'ci', 'mk', 't')",15889184
"('ci', 'mk', 'n', 't')",13104838
