aliases,cardinality
"('ci', 'rt')",276166
"('ci', 'rt', 't')",26533
"('ci', 'mk', 'rt', 't')",102990
"('ci', 'mc', 'mk', 'rt', 't')",857647
"('ci', 'mc')",1548085
"('ci', 'mk')",4575483
"('ci', 't')",94597
"('mc', 'mk')",34863638
"('mc', 't')",294635
"('mk', 't')",299534
"('ci', 'mc', 'mk')",41655338
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 't')",178453
"('ci', 'mk', 'rt')",1257179
"('ci', 'mk', 't')",386328
"('mc', 'mk', 't')",2116623
"('ci', 'mc', 'mk', 'rt')",11596658
"('ci', 'mc', 'mk', 't')",3315613
"('ci', 'mc', 'rt', 't')",54860
