aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'ct', 'mc')",552328
"('cn', 'ct', 'mc', 'mi_idx')",129569
"('cn', 'ct', 'mc', 'mi', 'mi_idx')",25925
"('ct', 'mc')",1334883
"('mc', 'mi')",883000
"('mc', 'mi_idx')",587717
"('mi', 'mi_idx')",45031
"('cn', 'mc', 'mi')",338129
"('cn', 'mc', 'mi_idx')",275750
"('ct', 'mc', 'mi')",375865
"('ct', 'mc', 'mi_idx')",242919
"('mc', 'mi', 'mi_idx')",250203
"('cn', 'ct', 'mc', 'mi')",133995
"('cn', 'mc', 'mi', 'mi_idx')",86501
"('ct', 'mc', 'mi', 'mi_idx')",76142
