aliases,cardinality
"('k', 'mk')",76714
"('ci', 'k', 'mk')",43178
"('cc', 'ci', 'k', 'mk')",24919
"('cc', 'ci', 'k', 'mi_idx', 'mk')",73952
"('cc', 'ci')",116781
"('cc', 'mi_idx')",286599
"('cc', 'mk')",2171367
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('mi_idx', 'mk')",10424626
"('cc', 'ci', 'mi_idx')",239208
"('cc', 'ci', 'mk')",1516871
"('cc', 'k', 'mk')",36010
"('cc', 'mi_idx', 'mk')",6413155
"('ci', 'mi_idx', 'mk')",6806711
"('k', 'mi_idx', 'mk')",191689
"('cc', 'ci', 'mi_idx', 'mk')",4477615
"('cc', 'k', 'mi_idx', 'mk')",107001
"('ci', 'k', 'mi_idx', 'mk')",117383
