aliases,cardinality
"('cc', 'cct2')",135086
"('cc', 'cct2', 'ci')",5212164
"('cc', 'cct2', 'chn', 'ci')",183541
"('cc', 'cct2')",135086
"('cc', 'cct2', 'ci')",5212164
"('cc', 'cct2', 'chn', 'ci', 'mk')",7089299
"('cc', 'cct2', 'chn', 'ci', 'mk')",7089299
"('cc', 'cct2', 'chn', 'ci')",183541
"('cc', 'ci')",5212164
"('cc', 'mk')",2171367
"('cc', 'ci')",5212164
"('cc', 'mk')",2171367
"('chn', 'ci')",623586
"('cc', 'cct2', 'chn', 'ci', 'mk')",7089299
"('chn', 'ci')",623586
"('cc', 'ci')",5212164
"('cc', 'mk')",2171367
"('chn', 'ci')",623586
"('ci', 'mk')",215765477
"('cc', 'cct2', 'mk')",2171367
"('ci', 'mk')",215765477
"('cc', 'cct2', 'mk')",2171367
"('cc', 'chn', 'ci')",183541
"('cc', 'chn', 'ci')",183541
"('ci', 'mk')",215765477
"('cc', 'cct2', 'mk')",2171367
"('cc', 'chn', 'ci')",183541
"('cc', 'ci', 'mk')",157283028
"('cc', 'ci', 'mk')",157283028
"('chn', 'ci', 'mk')",7359406
"('chn', 'ci', 'mk')",7359406
"('cc', 'ci', 'mk')",157283028
"('chn', 'ci', 'mk')",7359406
"('cc', 'cct2', 'ci', 'mk')",157283028
"('cc', 'cct2', 'ci', 'mk')",157283028
"('cc', 'chn', 'ci', 'mk')",7089299
"('cc', 'chn', 'ci', 'mk')",7089299
"('cc', 'cct2', 'ci', 'mk')",157283028
"('cc', 'chn', 'ci', 'mk')",7089299
