aliases,cardinality
"('it1', 'mi')",121863
"('it1', 'mi', 't')",121863
"('it1', 'mi', 'mi_idx', 't')",136507
"('ci', 'it1', 'mi', 'mi_idx', 't')",322625
"('ci', 'mi')",23499130
"('ci', 'mi_idx')",2577225
"('ci', 't')",2379271
"('mi', 'mi_idx')",20885030
"('mi', 't')",14835720
"('mi_idx', 't')",1380035
"('ci', 'it1', 'mi')",212985
"('ci', 'mi', 'mi_idx')",50136494
"('ci', 'mi', 't')",23499130
"('ci', 'mi_idx', 't')",2577225
"('it1', 'mi', 'mi_idx')",136507
"('mi', 'mi_idx', 't')",20885030
"('ci', 'it1', 'mi', 'mi_idx')",322625
"('ci', 'it1', 'mi', 't')",212985
"('ci', 'mi', 'mi_idx', 't')",50136494
