aliases,cardinality
"('cc', 'ci')",67324
"('an', 'cc', 'ci')",155005
"('an', 'cc', 'ci', 'mk')",3314230
"('an', 'cc', 'ci', 'mi', 'mk')",4817141
"('an', 'cc', 'ci', 'mi')",98586
"('an', 'ci')",1770893
"('cc', 'mi')",25827
"('cc', 'mk')",2171367
"('ci', 'mi')",387741
"('ci', 'mk')",4467978
"('mi', 'mk')",2897272
"('an', 'ci', 'mi')",862471
"('an', 'ci', 'mk')",9360447
"('cc', 'ci', 'mi')",36842
"('cc', 'ci', 'mk')",1475280
"('cc', 'mi', 'mk')",1487624
"('ci', 'mi', 'mk')",4858152
"('an', 'ci', 'mi', 'mk')",9140760
"('cc', 'ci', 'mi', 'mk')",2023649
