aliases,cardinality
"('kt', 't')",274015
"('ci', 'kt', 't')",4911717
"('kt', 't')",274015
"('chn', 'ci', 'kt', 't')",98725
"('ci', 'kt', 't')",4911717
"('chn', 'ci', 'kt', 't')",98725
"('chn', 'ci', 'kt', 'mk', 't')",2221189
"('chn', 'ci', 'kt', 'mk', 't')",2221189
"('chn', 'ci')",623586
"('chn', 'ci')",623586
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('ci', 't')",21334720
"('mk', 't')",1970380
"('ci', 't')",21334720
"('mk', 't')",1970380
"('chn', 'ci', 'mk')",7359406
"('chn', 'ci', 'mk')",7359406
"('chn', 'ci', 't')",296510
"('chn', 'ci', 't')",296510
"('ci', 'mk', 't')",114182642
"('kt', 'mk', 't')",1053171
"('ci', 'mk', 't')",114182642
"('kt', 'mk', 't')",1053171
"('chn', 'ci', 'mk', 't')",2728808
"('chn', 'ci', 'mk', 't')",2728808
"('ci', 'kt', 'mk', 't')",84217062
"('ci', 'kt', 'mk', 't')",84217062
