aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'mc')",1153798
"('cn', 'mc', 'mk')",12177631
"('cn', 'mc', 'mk')",12177631
"('ci', 'n')",36244344
"('ci', 'n')",36244344
"('ci', 'n')",36244344
"('ci', 'cn', 'mc', 'mk', 'n')",916402420
"('ci', 'cn', 'mc', 'mk', 'n')",916402420
"('ci', 'cn', 'mc', 'mk', 'n')",916402420
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc', 'n')",32289229
"('ci', 'cn', 'mc', 'n')",32289229
"('ci', 'cn', 'mc', 'n')",32289229
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('ci', 'mk')",215765477
"('mc', 'mk')",34863638
"('mc', 'mk')",34863638
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'n')",80274241
"('ci', 'mk', 'n')",215765477
"('ci', 'cn', 'mc', 'mk')",916402420
