aliases,cardinality
"('cc', 'cct1')",24592
"('cc', 'cct1', 't')",2083
"('cc', 'cct1', 'mi', 't')",5
"('cc', 'cct1', 'mc', 'mi', 't')",6
"('cc', 'mc')",612638
"('cc', 'mi')",40
"('cc', 't')",38722
"('mc', 'mi')",2884
"('mc', 't')",1170186
"('mi', 't')",1749
"('cc', 'cct1', 'mc')",227682
"('cc', 'cct1', 'mi')",6
"('cc', 'mc', 'mi')",57
"('cc', 'mc', 't')",148643
"('cc', 'mi', 't')",37
"('mc', 'mi', 't')",2820
"('cc', 'cct1', 'mc', 'mi')",7
"('cc', 'cct1', 'mc', 't')",28562
"('cc', 'mc', 'mi', 't')",54
