aliases,cardinality
"('ct', 'mc')",2609129
"('mk', 't')",2742670
"('k', 'mk', 't')",2742670
"('ct', 'k', 'mc', 'mk', 't')",22579666
"('mc', 't')",1508127
"('mc', 'mk', 't')",22579666
"('k', 'mc', 'mk', 't')",22579666
"('k', 'mk')",4523930
"('k', 'mc', 'mk', 't')",22579666
"('k', 'mk')",4523930
"('mc', 'mk')",34863638
"('mc', 'mk')",34863638
"('ct', 'mc', 'mk')",34863638
"('ct', 'mc', 't')",1508127
"('ct', 'mc', 'mk')",34863638
"('ct', 'mc', 't')",1508127
"('k', 'mc', 'mk')",34863638
"('k', 'mc', 'mk')",34863638
"('ct', 'k', 'mc', 'mk')",34863638
"('ct', 'k', 'mc', 'mk')",34863638
"('ct', 'mc', 'mk', 't')",22579666
"('ct', 'mc', 'mk', 't')",22579666
