aliases,cardinality
"('cc', 't')",38722
"('cc', 'mi', 't')",2286
"('cc', 'it1', 'mi', 't')",2286
"('cc', 'ci', 'it1', 'mi', 't')",1872
"('cc', 'ci')",116781
"('cc', 'mi')",13659
"('ci', 'mi')",40193
"('ci', 't')",710278
"('it1', 'mi')",72258
"('mi', 't')",49247
"('cc', 'ci', 'mi')",9176
"('cc', 'ci', 't')",45532
"('cc', 'it1', 'mi')",12534
"('ci', 'it1', 'mi')",39664
"('ci', 'mi', 't')",28595
"('it1', 'mi', 't')",49247
"('cc', 'ci', 'it1', 'mi')",8474
"('cc', 'ci', 'mi', 't')",1872
"('ci', 'it1', 'mi', 't')",28595
