aliases,cardinality
"('an', 'ci')",36417493
"('cn', 'mc')",1153798
"('cn', 'mc', 't')",1153798
"('an', 'ci')",36417493
"('cn', 'mc')",1153798
"('cn', 'mc', 't')",1153798
"('an', 'ci', 'cn', 'mc', 't')",41307596
"('ci', 'cn', 'mc', 't')",32289229
"('an', 'ci', 'cn', 'mc', 't')",41307596
"('an', 'ci', 'cn', 'mc', 't')",41307596
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc')",80274241
"('ci', 't')",36244344
"('mc', 't')",2609129
"('ci', 't')",36244344
"('mc', 't')",2609129
"('ci', 't')",36244344
"('mc', 't')",2609129
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 't')",36417493
"('an', 'ci', 't')",36417493
"('an', 'ci', 't')",36417493
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc')",32289229
"('ci', 'mc', 't')",80274241
"('ci', 'mc', 't')",80274241
"('ci', 'mc', 't')",80274241
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'mc', 't')",87239860
"('an', 'ci', 'mc', 't')",87239860
"('an', 'ci', 'mc', 't')",87239860
"('ci', 'cn', 'mc', 't')",32289229
"('ci', 'cn', 'mc', 't')",32289229
