aliases,cardinality
"('ci', 't')",500511
"('ci', 'mc', 't')",901078
"('an', 'ci', 'mc', 't')",1976908
"('an', 'ci', 'mc', 'mi', 't')",143629803
"('an', 'ci', 't')",998808
"('an', 'ci')",1806603
"('ci', 'mc')",1548085
"('an', 'ci', 'mc', 'mi', 't')",143629803
"('an', 'ci')",1806603
"('ci', 'mc')",1548085
"('ci', 'mi')",10250130
"('ci', 'mi')",10250130
"('mc', 'mi')",67371414
"('mc', 't')",1170186
"('mi', 't')",6992801
"('mc', 'mi')",67371414
"('an', 'ci', 'mc')",3578955
"('mc', 't')",1170186
"('mi', 't')",6992801
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 't')",998808
"('ci', 'mc', 'mi')",107085354
"('ci', 'mi', 't')",6117629
"('ci', 'mc', 'mi')",107085354
"('ci', 'mi', 't')",6117629
"('mc', 'mi', 't')",31523973
"('mc', 'mi', 't')",31523973
"('an', 'ci', 'mc', 'mi')",239473736
"('an', 'ci', 'mc', 'mi')",239473736
"('an', 'ci', 'mi', 't')",13657072
"('an', 'ci', 'mi', 't')",13657072
"('ci', 'mc', 'mi', 't')",65475905
"('ci', 'mc', 'mi', 't')",65475905
