aliases,cardinality
"('k', 'mk')",414
"('k', 'mi', 'mk')",374
"('cc', 'k', 'mi', 'mk')",196
"('cc', 'k', 'mc', 'mi', 'mk')",5084
"('cc', 'k', 'mk')",90
"('cc', 'mc')",612638
"('cc', 'mi')",25827
"('cc', 'mk')",2171367
"('mc', 'mi')",890243
"('mc', 'mk')",34863638
"('mi', 'mk')",2897272
"('cc', 'mc', 'mi')",319389
"('cc', 'mc', 'mk')",29258051
"('cc', 'mi', 'mk')",1487624
"('k', 'mc', 'mk')",3218
"('mc', 'mi', 'mk')",43541939
"('cc', 'k', 'mc', 'mk')",1768
"('cc', 'mc', 'mi', 'mk')",34913680
"('k', 'mc', 'mi', 'mk')",6024
