aliases,cardinality
"('chn', 'ci')",801259
"('an', 'chn', 'ci')",1732265
"('an', 'chn', 'ci', 'mk')",9022164
"('an', 'chn', 'ci', 'mc', 'mk')",77305453
"('an', 'ci')",1806603
"('ci', 'mc')",1548085
"('ci', 'mk')",4575483
"('mc', 'mk')",34863638
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mk')",9479289
"('chn', 'ci', 'mc')",1405362
"('an', 'chn', 'ci', 'mc', 'mk')",77305453
"('an', 'ci')",1806603
"('ci', 'mc')",1548085
"('chn', 'ci', 'mk')",4220470
"('ci', 'mk')",4575483
"('mc', 'mk')",34863638
"('an', 'ci', 'mc')",3578955
"('ci', 'mc', 'mk')",41655338
"('an', 'ci', 'mk')",9479289
"('an', 'chn', 'ci', 'mc')",3405373
"('chn', 'ci', 'mc')",1405362
"('chn', 'ci', 'mk')",4220470
"('an', 'ci', 'mc', 'mk')",82545440
"('ci', 'mc', 'mk')",41655338
"('an', 'chn', 'ci', 'mc')",3405373
"('chn', 'ci', 'mc', 'mk')",37745561
"('an', 'ci', 'mc', 'mk')",82545440
"('chn', 'ci', 'mc', 'mk')",37745561
