aliases,cardinality
"('it', 'mi')",3036719
"('it', 'mi')",3036719
"('it', 'mi', 't')",1798330
"('ci', 'it', 'mi', 't')",1170967
"('it', 'mi', 't')",1798330
"('an', 'ci', 'it', 'mi', 't')",2577705
"('an', 'ci')",1806603
"('ci', 'it', 'mi', 't')",1170967
"('ci', 'mi')",10250130
"('ci', 't')",500511
"('mi', 't')",6992801
"('an', 'ci', 'it', 'mi', 't')",2577705
"('an', 'ci')",1806603
"('ci', 'mi')",10250130
"('ci', 't')",500511
"('an', 'ci', 'mi')",24834271
"('mi', 't')",6992801
"('an', 'ci', 't')",998808
"('ci', 'it', 'mi')",1768086
"('ci', 'mi', 't')",6117629
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 't')",998808
"('an', 'ci', 'it', 'mi')",4138764
"('ci', 'it', 'mi')",1768086
"('ci', 'mi', 't')",6117629
"('an', 'ci', 'mi', 't')",13657072
"('an', 'ci', 'it', 'mi')",4138764
"('an', 'ci', 'mi', 't')",13657072
