aliases,cardinality
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('cc', 'k', 'mk', 'ml')",119
"('cc', 'k', 'mc', 'mk', 'ml')",639
"('cc', 'mc')",159355
"('cc', 'mk')",2171367
"('cc', 'ml')",4849
"('mc', 'mk')",6719220
"('mc', 'ml')",43026
"('mk', 'ml')",288192
"('cc', 'k', 'mk')",3266
"('cc', 'mc', 'mk')",3542504
"('cc', 'mc', 'ml')",10435
"('cc', 'mk', 'ml')",101816
"('k', 'mc', 'mk')",14331
"('mc', 'mk', 'ml')",732182
"('cc', 'k', 'mc', 'mk')",5382
"('cc', 'mc', 'mk', 'ml')",239222
"('k', 'mc', 'mk', 'ml')",1173
