aliases,cardinality
"('k', 'mk')",414
"('ci', 'k', 'mk')",4395
"('cc', 'ci', 'k', 'mk')",2266
"('cc', 'ci', 'k', 'mc', 'mk')",59783
"('cc', 'ci')",67344
"('cc', 'mc')",612638
"('cc', 'mk')",2171367
"('ci', 'mc')",1548085
"('ci', 'mk')",4575483
"('mc', 'mk')",34863638
"('cc', 'ci', 'mc')",394183
"('cc', 'ci', 'mk')",1476240
"('cc', 'k', 'mk')",90
"('cc', 'mc', 'mk')",29258051
"('ci', 'mc', 'mk')",41655338
"('k', 'mc', 'mk')",3218
"('cc', 'ci', 'mc', 'mk')",25989592
"('cc', 'k', 'mc', 'mk')",1768
"('ci', 'k', 'mc', 'mk')",84053
