aliases,cardinality
"('cn', 'mc')",248388
"('cn', 'ct', 'mc')",248388
"('cn', 'ct', 'mc', 'mi')",173145
"('cn', 'ct', 'mc', 'mi', 'mk')",12074611
"('ct', 'mc')",303271
"('mc', 'mi')",220217
"('mc', 'mk')",9292367
"('mi', 'mk')",3898410
"('cn', 'mc', 'mi')",173145
"('cn', 'mc', 'mk')",8663531
"('ct', 'mc', 'mi')",220217
"('ct', 'mc', 'mk')",9292367
"('mc', 'mi', 'mk')",12779528
"('cn', 'ct', 'mc', 'mk')",8663531
"('cn', 'mc', 'mi', 'mk')",12074611
"('ct', 'mc', 'mi', 'mk')",12779528
