aliases,cardinality
"('cc', 'cct2')",110494
"('cc', 'cct1', 'cct2')",68062
"('cc', 'cct1', 'cct2', 'mc')",41140
"('cc', 'cct1', 'cct2', 'mc', 'mk')",2730671
"('cc', 'cct1')",85941
"('cc', 'mc')",103121
"('cc', 'mk')",2171367
"('mc', 'mk')",9292367
"('cc', 'cct1', 'mc')",73730
"('cc', 'cct1', 'mk')",1436647
"('cc', 'cct2', 'mc')",61743
"('cc', 'cct2', 'mk')",1147562
"('cc', 'mc', 'mk')",8355968
"('cc', 'cct1', 'cct2', 'mk')",694381
"('cc', 'cct1', 'mc', 'mk')",6225901
"('cc', 'cct2', 'mc', 'mk')",3988882
