aliases,cardinality
"('it', 'miidx')",459925
"('it', 'miidx', 't')",352
"('it', 'mc', 'miidx', 't')",818
"('it', 'mc', 'mi', 'miidx', 't')",18576
"('mc', 'mi')",67371414
"('mc', 'miidx')",4073078
"('mc', 't')",2659
"('mi', 'miidx')",20885030
"('mi', 't')",11865
"('miidx', 't')",1056
"('it', 'mc', 'miidx')",1354883
"('it', 'mi', 'miidx')",6930334
"('mc', 'mi', 'miidx')",177388547
"('mc', 'mi', 't')",30465
"('mc', 'miidx', 't')",2454
"('mi', 'miidx', 't')",11445
"('it', 'mc', 'mi', 'miidx')",57984052
"('it', 'mi', 'miidx', 't')",3815
"('mc', 'mi', 'miidx', 't')",55728
