aliases,cardinality
"('kt', 't')",893209
"('kt', 'mi_idx', 't')",318957
"('kt', 'mi', 'mi_idx', 't')",152788
"('kt', 'mi', 'mi_idx', 'mk', 't')",1588788
"('mi_idx', 't')",417391
"('mi', 'mi_idx')",760767
"('mi', 'mk')",4094443
"('mi', 't')",266130
"('mi_idx', 'mk')",10130503
"('mk', 't')",1253091
"('kt', 'mi', 't')",182758
"('kt', 'mk', 't')",962609
"('mi', 'mi_idx', 'mk')",10249732
"('mi', 'mi_idx', 't')",220783
"('mi', 'mk', 't')",891611
"('mi_idx', 'mk', 't')",2472463
"('kt', 'mi', 'mk', 't')",665722
"('kt', 'mi_idx', 'mk', 't')",2062926
"('mi', 'mi_idx', 'mk', 't')",1908608
