aliases,cardinality
"('cc', 'cct2')",24592
"('cc', 'cct1', 'cct2')",17879
"('cc', 'cct1', 'cct2', 'ci')",7127
"('cc', 'cct1', 'cct2', 'ci', 'mk')",466994
"('cc', 'cct1')",85941
"('cc', 'ci')",67324
"('cc', 'mk')",2171367
"('ci', 'mk')",4467978
"('cc', 'cct1', 'ci')",41341
"('cc', 'cct1', 'mk')",1436647
"('cc', 'cct2', 'ci')",10327
"('cc', 'cct2', 'mk')",1023805
"('cc', 'ci', 'mk')",1475280
"('cc', 'cct1', 'cct2', 'mk')",742266
"('cc', 'cct1', 'ci', 'mk')",1078581
"('cc', 'cct2', 'ci', 'mk')",611513
