aliases,cardinality
"('it1', 'mi')",72258
"('it1', 'mi', 'mi_idx')",117278
"('ci', 'it1', 'mi', 'mi_idx')",65405
"('ci', 'it1', 'mi', 'mi_idx', 'mk')",1886348
"('ci', 'it1', 'mi')",39664
"('ci', 'mi')",40193
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('mi', 'mi_idx')",119694
"('mi', 'mk')",1017014
"('mi_idx', 'mk')",10424626
"('ci', 'mi', 'mi_idx')",67015
"('ci', 'mi', 'mk')",695376
"('ci', 'mi_idx', 'mk')",6806711
"('it1', 'mi', 'mk')",942436
"('mi', 'mi_idx', 'mk')",2936949
"('ci', 'it1', 'mi', 'mk')",648071
"('ci', 'mi', 'mi_idx', 'mk')",2031870
"('it1', 'mi', 'mi_idx', 'mk')",2704804
