aliases,cardinality
"('k', 'mk')",414
"('ci', 'k', 'mk')",4371
"('cc', 'ci', 'k', 'mk')",2266
"('cc', 'ci', 'k', 'mi', 'mk')",3689
"('cc', 'ci')",67324
"('cc', 'mi')",21044
"('cc', 'mk')",2171367
"('ci', 'mi')",231042
"('ci', 'mk')",4467978
"('mi', 'mk')",2363553
"('cc', 'ci', 'mi')",29432
"('cc', 'ci', 'mk')",1475280
"('cc', 'k', 'mk')",90
"('cc', 'mi', 'mk')",1107411
"('ci', 'mi', 'mk')",3483985
"('k', 'mi', 'mk')",285
"('cc', 'ci', 'mi', 'mk')",1372958
"('cc', 'k', 'mi', 'mk')",131
"('ci', 'k', 'mi', 'mk')",5161
