aliases,cardinality
"('mi', 't')",9
"('ci', 'mi', 't')",136
"('chn', 'ci', 'mi', 't')",133
"('chn', 'ci', 'mi', 'mk', 't')",4833
"('chn', 'ci')",801259
"('ci', 'mi')",133783
"('ci', 'mk')",4575483
"('ci', 't')",68
"('mi', 'mk')",954852
"('mk', 't')",88
"('chn', 'ci', 'mi')",126773
"('chn', 'ci', 'mk')",4220470
"('chn', 'ci', 't')",65
"('ci', 'mi', 'mk')",1778365
"('ci', 'mk', 't')",1886
"('mi', 'mk', 't')",167
"('chn', 'ci', 'mi', 'mk')",1672876
"('chn', 'ci', 'mk', 't')",1841
"('ci', 'mi', 'mk', 't')",4878
