aliases,cardinality
"('mk', 't')",299534
"('ci', 'mk', 't')",386328
"('ci', 'mc', 'mk', 't')",3315613
"('an', 'ci', 'mc', 'mk', 't')",6182289
"('an', 'ci')",1806603
"('ci', 'mc')",1548085
"('ci', 'mk')",4575483
"('ci', 't')",94597
"('mc', 'mk')",34863638
"('mc', 't')",294635
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mk')",9479289
"('an', 'ci', 't')",165248
"('ci', 'mc', 'mk')",41655338
"('ci', 'mc', 't')",178453
"('mc', 'mk', 't')",2116623
"('an', 'ci', 'mc', 'mk')",82545440
"('an', 'ci', 'mc', 't')",348904
"('an', 'ci', 'mk', 't')",814807
