aliases,cardinality
"('it2', 'mi_idx')",454230
"('it2', 'mi_idx', 't')",140455
"('it2', 'mi', 'mi_idx', 't')",74007
"('it2', 'mi', 'mi_idx', 'mk', 't')",632890
"('mi', 'mi_idx')",760767
"('mi', 'mk')",4094443
"('mi', 't')",266130
"('mi_idx', 'mk')",10130503
"('mi_idx', 't')",417391
"('mk', 't')",1253091
"('it2', 'mi', 'mi_idx')",256352
"('it2', 'mi_idx', 'mk')",3403472
"('mi', 'mi_idx', 'mk')",10249732
"('mi', 'mi_idx', 't')",220783
"('mi', 'mk', 't')",891611
"('mi_idx', 'mk', 't')",2472463
"('it2', 'mi', 'mi_idx', 'mk')",3371857
"('it2', 'mi_idx', 'mk', 't')",821632
"('mi', 'mi_idx', 'mk', 't')",1908608
