aliases,cardinality
"('mi', 't')",1749
"('mi', 'mk', 't')",4309
"('k', 'mi', 'mk', 't')",4309
"('k', 'mc', 'mi', 'mk', 't')",8703
"('mc', 'mi', 't')",2820
"('mc', 'mi', 'mk', 't')",8703
"('k', 'mk')",4523930
"('mc', 'mi')",2884
"('mc', 'mk')",34863638
"('mc', 't')",1170186
"('mi', 'mk')",4463
"('mk', 't')",1970380
"('k', 'mc', 'mk')",34863638
"('k', 'mi', 'mk')",4463
"('k', 'mk', 't')",1970380
"('mc', 'mi', 'mk')",9187
"('mc', 'mk', 't')",16657594
"('k', 'mc', 'mi', 'mk')",9187
"('k', 'mc', 'mk', 't')",16657594
