aliases,cardinality
"('cc', 't')",36158
"('cc', 'mc', 't')",149822
"('cc', 'cn', 'mc', 't')",47576
"('cc', 'ci', 'cn', 'mc', 't')",52766
"('cc', 'ci')",67344
"('cc', 'mc')",612638
"('ci', 'mc')",1548085
"('ci', 't')",434036
"('cn', 'mc')",1153798
"('mc', 't')",922445
"('cc', 'ci', 'mc')",394183
"('cc', 'ci', 't')",29305
"('cc', 'cn', 'mc')",282816
"('ci', 'cn', 'mc')",671694
"('ci', 'mc', 't')",767216
"('cn', 'mc', 't')",358269
"('cc', 'ci', 'cn', 'mc')",162116
"('cc', 'ci', 'mc', 't')",157757
"('ci', 'cn', 'mc', 't')",303943
